7078018	6239722,6213261,3850334,6515658,7783503,3780484,3405556
4325398	7941206
1048711	5299275,1796583,7454064,1909787,3850334,2699706,6956670,4890687,8170489,7941206,5352789,7131938,3253348,6820729,7287249,4681942,3809505,9993575,6946548
6808656	3696223,3850334
9961609	3646967,3850334,7941206,6744092,6173929,5780263,7868201
5243018	4099460,3850334
5505163	2431953
9437325	3253348,3850334
7864463	4334536,2457198,7108258,3850334,6785450,1409466,3780484,3737729,6055371,6083893,3807508,4157186
7340176	7302472
8126609	9106599,6213261,1031835,3850334,6410480,7941206,5801273,1365737,3405556
4194451	8681316,2542324,8875958,3850334
1835156	8844349,5113258,3850334,5735245,8820949,7941206,2252849,1675099,7844414,4176979,3405556
1573015	5086017,9713421,8150293,3850334,7941206,9107067,7740564,8059552,8454103,6750753,5922772,7045312,3765133
5243032	2024831,3850334,8202402,4711911,5026275,4444621,8015185,3470937,1621813,6071955,5320942,1870266
1485508	7941206,6972799,2582173,8598297,2722991,4081594,8295305,5260577,5454949,9021415
2359450	1723329,7224984,5268490,1490298,4572205,7412348,9703670,6912169,1807513,9617033,7653307,2523470,1072055,2294138,5604759,5458246,9592127,3529950,1434548,3850334,3659697,6747603,9956541,4868314,3178487
8126619	5564088,3850334,4906973,3075339,4954102,1964145,7257700,6477212,8260411,9108927,7519555
8388767	2778776,3850334,1687085,2966192,4047900,3509130,2661274,1136254,9538634,3405556
524448	2138113,3026438,4246374,3850334,3232179,8759187,4126477,5650185,758776
8650779	7982344,3850334,7215682,2501298,1124067,3149414,3243653,5544961
3713734	2559259,7057955,7889940
7864487	9588602,3894831,3850334,3279429,6181991,7326254,1619611,8821728,3253348,6515658,3405556
7218922	6213261,3850334,4529243,8290069,2062365,9200432,8455084,3405556
8913066	5783796,8776161,1266170,352687,3850334
6815915	3732291,2240703,1614966,4654287,3405556
9786738	6571410,3850334,4779532,4137712,5559758,4139479,4008946,5011940,1657997,5863716
3145903	7941206,3850334
5505200	7399455,1479089,7972358,3850334,6515658,8839506,6624657,7974311,3598356,3405556
7514824	5054371,5889437,5346119,1318145
6291636	7979525,6213261,9945913,5827955,2013411,5549628,5645804,6083893,9435592,8752239,5581017,8810688,8814273,1224799,7932083,2953780,5703896,6785450,4159160,4038510,4634179,2260124,1938204,3080527,3886823,3670853,2069769,9855688,9208087,1881232,1033543,1839579,2511861,9026438,6576460,3850334,8776273,2523466,2503729,9574893,5024834
4718622	8861150,7704732,4838755,9852490,3850334,9767263,3452763,2537852,7604060,6213261,9541561,3793571,4828338,9546274,6855514,5835329,6893404
9175222	6867968,3850334
1223369	5928162,6094356,3850334,6515658,2205010,8139768,7204914,3405556
3670200	6239722,6646019,6635610,3850334,6410480,1973583,4988994,6785450,9292008,8987238,9964467
7340218	3974544
1310908	4553623,2109261,3640642,4988994,3850334,6410480,1033333,2966192,9695799,5843931,3641157,2934995,5518688,5884084,4573755,6181991,2091839
6029501	6006982,7969161,8173777,3164756,6321853,2946029,3289776,3850334,4540878,7280973,7199257
2621631	4209425,4081594,3832516,3850334
4194497	9713421,8663933,7792145,9455130,6213261,1165607,6321853,4988994,5223484,4529243,8639365,5428130,4728343,6397396,7712091,1472993,3330984,6696703,4083099,3123730,3405556
8650947	3771028,2038740,4704097,1638877,8447737,3405556
5505222	8076173,6173929,7844414,1784580,3850334
1835207	4704097,3850334
7602383	7941206,5724510,8665599,8720049,3850334
7078098	7094310,5742266,3850334,8241933,3000335,9840957,2642581,5424602,5008761
8913108	9878595,3850334,7371555,8197744,2254285,5227246
2583803	5727756,9300771,8899551,7216646,1311334,5317604
6291673	7418751,4704097,3405556,3850334
9437403	7553003,9318393,6631887,2670530,8875818,7678177,6585707,7931321,3405556,9626478,3695698,9220912,7277296,3443981,3149646,3780484,6933419,9591911,4085279,9333848,6947641,8214339,2883847,5390025,3850334,4740738,5081350,3417032,3687238,2939793
9863823	3049271,8381921,5490506,2358552,3850334,6515658,3438373,9415638,3780484,3384388,9313224,2852607,3405556
8650973	7941206,3850334
7602398	8695098,7556350,7131938,3644263,2636947,5922588,9332761,6366506,4223804,9775821,3940935,9040686,7461169,6986536
2621663	4988994,7605487
1573088	6515658,3405556,7516718,3850334
7602401	6635610,3850334,7941206,201553,7844414,3705853
1835234	5555486,4520463,4733373,7126503,3850334
4980963	7131938,3850334
8913124	9387638,3850334
3276838	7941206,3850334
8650982	4704097,3405556,3850334
2228263	6239722,1266170,3253348,3780484
3932403	1355442,3405556,3850334
7864565	7941206,3850334
7602423	9683644,1111172,3850334,8174992,4483391,9777171,3253348,9004500,3405556
4980984	9128197,5224894,6213261,3850334,7833507,8728856,8695483,4802817
1009072	6734624,4794122,3400432,1008213,2076330,3850334,5897503,8369271,8274068,5371223,4602084,7948281,8206662,2915994,3881417,8913678,2611930
7864570	6239722,3850334
1440300	4344195,3850334,8724257,8237097,2704337,8108074,9096862,2178010,3978903
8126720	8814273,3850334
7864579	3850334
8651012	6239722,9684733,3850334,9759001,6902857,6173929,3780484,3056667,4704097,1082158,7844414
8651013	8604277,1911525,7586912,3850334
4670635	7054415,3405556,3780484,5519456,3850334
2883847	3409335,3231047,3703968,6878102,1330548,3850334,7363139,5832443,5081350,1743831,9220912,2670530,9626478,8875818,9333848,3957365,4064328,7277296,8214339,9437403
8913161	7941206
5505290	1804221,6213261,3850334,7941206,4250011,4704097
3189463	3850334,3637175,9489111,8755970,2013713,8245233
6075421	6515658,6181991,6549747,3012971,3850334
5068162	3536349,1976070,9696416,9437445,2492968,3850334,5608455,3780484,2774261,3611043,4704097,4232789,4990553,9760393,4315201,6160058
7602447	3253348,3850334
7864594	7941206,1716384,4081594,3850334
8126739	7941206,3850334
3408148	3850334
1710901	4417414,8476633,5519923,5190193,3558473,4704097,2805860,5467380,9964467
2621718	8370676,3850334,3129778,8265326,6785450,9253327,2659557,8040753,4704097,5434812,6519579,1472993,6030751,6252000,2427393,1436907,8820949
6291735	1041324,1297261,1893257,3850334,3927035,3119199,4380576,5965590,6295862,8072639,4128075,8963497,5851565,5628247
1835288	6239722,7941206,3253348,3850334
3146009	6181991,8439758,8117318,3253348,3405556
1311008	2107432,3771028,3092096,9482617,3850334,6410480,1178303,4202565,1027291,2425643,7270016,8651733,6933500,7479491
4194593	6239722,8828788,2060662,6410480,5261162,2305024,3780484,4113029,9717009,3727937
7340323	3850334,1014946,7447428,7111900,8589239,4081594
4456743	6076004,3850334
3670312	3054505,3710748,9936104,9838399,8704526,4736289,5613093,6239722,1472993,5428130,3036659,6348378,8663933,6515658,8761176,8601903,4704097,9587237,5651860,3281235,7416821,6181991,1154004,6083893
7645916	9559803,9189430,3850334,7941206,5732626,6417112,1088332,3405556
3919349	7783503,3253348,3850334
1573168	7844414,1824827,3850334
2359602	3405556,2341751,3850334
2883635	7658812,5140381,9834200,3850334
4285969	9677330,3850334,7941206,7310590,9567406,3972772,9904768,1132466
8651061	5651860,5510487,6213261,3850334,4995289,8431557,9822575,2647850,9879006,3546545,6279247
1573176	2203668,6213261,6410480,3937309,9538634,2140887,2755316,3499652,8004848,6400804,5674340,6515658,3780484,3562834,4628974,3850334,1998870,7783503,4926297,2205010,6052694,1493847,2091839
9087711	1222935,3850334,7941206,8586759,3253348,3405556
9437503	3850334
1835329	3850334,7941206,4463287,9084375,4081594,1579471,7541362,5520029,3405556
524611	8928789
6291781	2283681,1690609,1405138,2558721,3163680,3932830,7160448
262471	7744768,3850334,7941206,2225889,4617366,7933245,8470745,1172128,6330908,3294715,6450339,7983780,6975057
3932489	3810706,7548913,3850334
1763277	1449973,9314715,6213261,3850334
8913228	7616401,3612006,3850334
7864653	4570806,9470514,4128025,3850334
5505359	7587208,5056082,3850334,7332368,1087749,7666691,6863763,6624262
2883920	7941206,3780484,3850334
7864657	9255728,3850334,5223484,8846004,2993906,6696703,4515140,8842719,3123730
2129897	2443000,6357469,3850334
8651092	1523763,7131938,3850334,8158012,2743223,7989296,5205331,352687,5741738,3405556
7427470	6239722,4704097,4372923,3850334
1573207	5117442,5154223,5346119,5189318,3850334
5549890	6239722,6213261,3850334,6447561,5425526,7904452,9670859
3408217	8577062,3850334
8913242	3085674,2140887,8213438,3012971,3850334,6410480,3499652,6809912,2205010,1492917,5645804,2290035,1472993,1082158,3321826,9279353,2685781,2091839
3932507	3850334,2351520,9107373,4081594,7844414,4119774
7340380	4999506,5549813
3408222	8633863,3850334,7941206,3317511,9770307,8493779
9961823	6239722,3405556,3850334
3408224	7941206,4081594
6553953	6549246,9927529,3850334,7215682,6321853,4988994,5223484,1492917,2743689,3606421,1472993,3330984,6696703,3405556
1311074	3850334
8126819	3301502,3850334,7941206,5866438,6173929,4081594,4090602,3405556
3932516	5984863,5747231,3850334
1048933	8202402,3405556,3850334
4752061	1765405,3253348,2887961,3850334
1835368	6239722,5885521,3850334,3780484,2918442,3405556
4981098	6213261,3850334,1606836,9964467,5931532,7202897
9524626	3850334,7941206,6321853,4704097,5236538,4649634
6553966	6721538,8375987,9437445,4988994,3850334,6410480,3963341,5223484,3743737,2912844,5650185,6549747,1472993,8162353,6696703,9986399,6181991,2091839
8589388	4603440,2228544,3850334
4718963	3850334
1048950	9787621,3850334
5097772	6239722,2973811,1318651,3850334,6181991,5885183,9004915
2621817	6641620,9951542,3890263,3850334
2690273	7941206,4081594,3850334
9306175	4016879,3850334,6181991,8438973,8244210,5447098
8694506	6239722,6213261,7037816,3850334,3253348,8439758,3405556
3670399	3850334
1573248	3850334,3221652,8859811,2329350,3780484,4704097,3543386,3253348,3330984
9699713	6332520,7941206,6030433,2458563,7850447,3189409,3385365
6816132	7941206,3850334
1573253	3977954,9933005,2333170,3850334,832165,2150045,9801801,919235,4749971,9854304,7844414,8848971
2228289	6239722,4280325,3744143,3305837,3498177,3850334,6410480,6515658,6181991,8803125,3780484,8724841,7503339,8144370,3405556,2091839
2097544	3007970
6291851	7941206,3850334
6553997	8234035,7844414,3850334
8913294	4704097,3850334
4277243	7556350,6239722,2465697,8695098,502086,2640892,4051131,1824988,5950146,3767221
5505424	613282,2995328,4206171,3850334,1803781,1120639,6826884,5219174,2383956
5767569	8759187,3253348,3405556
7602580	5849613,6797079,6467373,3850334
3233177	8480781,3850334
8651161	8148941,5190468,3850334
3989185	9155883,1242765,3850334
2883995	5764236,7688268,5513994,5058115,3850334,1853486,1616161,4757752,2549865,9163690,5894693,3464919,1773934
4194716	4877207,2952868,3850334,8240493,7483891,9509706
4981150	2403307,9318393,2392242,6371328,6213261,6410480,5223484,7887505,6696703,9964467,5589869,7071969,5578583,1186853,6130737,4921381,8142272,6562739,6050102,4704097,9401156,8987238,1372048,9953460,3701778,4281417,3850334,7783503,8265326,5801273,4417812,4614636,9638552
9175456	6220575,4426421,7729852,3850334
6291873	3405556,3850334
8913314	6239722,2668303,6523469,1700500,3850334,9105565,6979211,6173929,2161352
6029731	4704097,3850334
9961892	7941206,7806538,7844414,3850334
8320470	2106747,4988994,1492917,1472993,3330984,6696703,5884084,3163426,8849975
6053725	4529243,1302266,3405556,3850334
4981160	3850334
5767593	5803511,3026438,5202930,9421893,3850334,7941206,3245826,4988994,5428130,3253348,1472993,3330984,6696703,2765670,3405556,5343855,6131710,1644069
9699754	352687,9506585,6867834,4704097,3850334
9699755	7944874,6410480,4988994,6708459,8855032,7406592,7213221,4005412,2511861,9986124,9163083,1879249,8394900,6750753,4806923,5261644,1602594,2252248,6878569,3780484,8278443,6000229,6625135,4857609,9143852,2783348,7851932,8098872,7783088,2358552,3850334,7489635,3940365,5563387,5699128
9699756	6893404,3850334,6410480,1879249,8882183,4148747,6750753,1256992,2637268
9175469	3818918,6105392,3850334
2621870	9031572,8695098,9990094,3685730,9332761,7370207,9093628,2663903,6239722,5889755,2081384,4630941,2498025,3129652,6515658,4704097,1802184,2939145,3322837,6365786,3850334,2497895,7429055,5739123
8563203	6239722,7941206,3850334
6684744	3253348,3780484,3850334
2884018	3850334
7165342	3965811,3445218,3850334,1135431,6761421,7903443,6000450
9961910	2764099,3320811,7050020,5837676,3850334,1985545,2711638,1098170,2187150,7783053,7518857,5799617,3706584,6160058
1573303	7941206,3850334
1311160	4729713,9581726,6831440,9639774,3850334
5099723	6061307,5488611,3850334,7941206,8160031,2082844,4734811
2184607	8664483,5700256,2540383,2872345,3850334
1311164	6369496,4921523,6410480,4946660,8906527,1987999,4430253,7345882,9964467,4515140,7479491,3405556,9593422,6144488,3329304,5756780,7637519,4977132,6578105,4814489,6988454,6287876,2115335,9276750,4049036,6515658,1689822,6660867,6300760,4704097,4406561,4464434,9679436,5463891,4299761,3692893
8913341	7880705,5929775,1808839,3850334,2611094,1573374,2696190,6140040,5117476
9437630	1656210,3850334
1311167	7035987,3850334,1820156,8673100,9776583,9206600
4981185	7116077,7844414
9961922	3850334,3741885,1453843,3253348,7739304,5797972
3932235	7941206,6173929,3850334
8913352	1285558,3850334,2673661,3804853,5490777,2108950,1731118
8651213	4724439,5359350,3708970,6213261,3850334,7941206,6515658,6785450,6055371,4704097,3253348
3408335	1822945,7037816,6837867,4741753,8746412,3255271,2205010,7647556
6816209	3386500,3405556
3408338	8139359
2097619	7941206,3405556,4081594,3177019
4194776	9906618,2511861,3405556,3850334,6410480,6321853,4988994,8142272,5003100,5428130,7941206,4704097,7887505,1472993,6696703,7844414,2091839
8389081	3150451,3365409,3850334,6981734,9181425,4897975,7723148,6720936,9106654,8362166
4194778	4570936,8504244,3850334
1747706	3850334,3266229,6572961,3253348,7308128,4162099
7078366	2472458,3498177,3850334
9175520	7941206,3850334
2621921	6164725,6239722,6275903,3850334,5692726,8091415,7798069,3405556
1049058	1827959
4981221	2375032,3850334
6554087	8963497,3850334,7046146,2365672,6261864,8150037,7567268
3670506	6937460,6412995,2842935,5571275,1670421,8222317,3849014,9757301,5059148,5475614,6748262,2170403,3850334,8169680,3108536,4555454,1322833,8804340,4062187,3756369,8727116
3670507	4494802,5991024,3850334,6022203,5996765,4744615,8715367,1775244,7844414,3405556
8389103	6239722,6213261,3850334,7941206,6403482,4704097,3189168,7844414
2359793	7460368,6213261,3850334,6020758,5036304,1090238,9644070,1136254,3405556
4849747	8251418,7941206,3405556,3850334
1835508	3344658,7941206,3850334
1311223	2088077,4865006,8606640,7020031,4081594,5806703,1374449
6684756	2248348,7960511,3850334
3408379	4580605,2298734,3850334
8913404	6239722,8439758,3253348,3850334
1573374	3057866,4412330,8913341,2317348,8146196,9033604,1767943,5281894,1189551,8256390,9714720,5619563
7864831	8820949,8156988,8795021,4704097,3850334
4719104	9405607,8445333,8873606,7227907,3741709,6762423,6647558,3850334,1266170,2332231,5473874,5616484,6605274,9006932,2104797,5127282,3579408,5135277,3891702
9961985	1764919,3850334,2948424,9451590,3253348,7844414,3405556
4981251	3850334,7213089,6696673,4999716,7783574,2386409,3405556
2621959	7645607,5957849,3850334
6554121	6213261
1894219	6239722,9437445,3850334,7839426,6515658,5885521,3780484,3253348,7503339,8144370,8439758,8759187,3405556
1049099	3036438,3850334,6181991,6460619,4259686,4009184,4177358
5505548	6239722,3850334,3218714,7769834,8637211,8152943,3253348,9368920,3405556
7602703	1704490,9292758,7786224,3850334
1310808	1895577,6213261,3850334,7839426,4250087,3655215,4704097,6763079,7126340,8306467,3603269,7188374
7000708	9631917,3850334
1049109	6328222,3850334,7119732,3027316,4704097,6394877
4981270	8120367,7053699,4795312,9797132,7266685,2185969,8017464,5696602,8658793
4456983	5964432,3246965,3850334,6878569,2985880,1762148,4371035,2113853,6933209,2550014,4406850
8651288	6239722,7131938,3850334,1266170,3253348,4081594,8439758
4194841	2571374,7941206,3850334
4968541	8695098,6569851,8375987,3054505,9318393,9332761,8559010,5417162,4877207,8685488,5434064,4689637,6100575,4824337,2298490,7267098,9176166,3329402,4628406,1016208,9105327,6515658,6447561,9591911,4704097,9327945,2424033,8201348,3947891,8573603,3850334,4223804,9279353,5248128
8913436	3276365,3993083,6659747,1149012,9784029,9583283,6800465,3850334,462213,3612129,7335491,9370358,1974090
9437725	7941206,7037816,3850334
7339333	7941206,6173929,3850334
5505568	7941206,352687,3850334
1049122	6023245,3088110,3850334
1835099	7941206,8050366,3780484,3850334
5767260	8136849,4081594,9849379,3630951,8861350
6482842	3850334
1835564	7941206,4704097,4081594,3850334
5505581	6172807,1642416,2079575,3850334,7500292,2972296,4961238,7439973,6162433,2726799,4351570,1183923,4922826,6904760,6740912,6468939,8768861,1832520
6816302	8650634,3746307,2929925,3850334
1173179	7613173,7485001,817014,4324405,3850334
6756296	7941206,4081594,3850334
3539038	8795021,3470175,3850334
5243450	8372583,4701834,4745604,3974316,8776161,5645804,1478289,3405556,2074290,2829219,1306167,2989050,4155812,8538432,3170650,2091966,3109783,5573379,6171457,2439280,4724439,9905022,1173593,3963341,9736979,8394746,6283596,9838666,8401027,4893178,9913682,3850334,2455090,2091839,3767694
7349871	6239722,7625329,8695852,5866167,2834930,1520934,6213261,4081594,7844414
6029884	6239722,3850334,6515658,6181991,3780484,9332761,3405556
5505599	7941206,6173929,3850334
8913472	3850334,2725085,7941206,2287223,6635610,1688769
2097730	1548351,8278443,5011077,3850334
9962051	6765424,4081594,3421577,3850334
787012	3850334
1457769	5480440,3850334,2581251,5493091,8458211,3405556
2140940	7460368,7973873,5879509,3850334,4643784,6785450,1090238,9644070,9778530,8748510,5525887,7070363
2622027	3379677,3850334,8058446,4375831,9151247,8617538,2709496,3405556
9962063	7829997,1519697,2086580,9380694,3850334
7078480	7278361,2935130,3850334,9994138,3279429,4222756,9588602,3253348,1972027,2401158,9779561,1363459,1012521
3670609	2598789,9176374,3850334,7636727,1091711,4704097,6635610,5542101,5865239
8270887	6213261,5885521,6410480,9690667,5884084,8144370,3405556,6239722,6785450,3682152,2743689,3424443,7839426,6515658,8576664,3780484,8143318,4704097,3760326,3123730,3850334,6181991,3941486,7783503
2097750	3405556,3780484,3850334
2622040	2161352,3253348,3850334
9612047	7146140,4894242,3850334
8127070	3405556,3850334
9699936	2175636,4050382
1835617	4205663,3850334
2097763	4704097,3253348,2774261,3850334
9437796	7941206,7844414,4081594,3850334
9175653	9389620,5582918,1983274,7885670,3850334
9175654	6404150,6181991,9921639,1302114,3330984,9348286
1835623	9176405,6213261
262761	1795607,9332761,7054720,3850334
7078506	5347098,3850334
6335250	7941206,5211059,3850334
9437807	7941206,4081594,3850334
8127088	6356107,9775897,727231,3850334,6785450,943987,6751692,8126019,5848652,2744754,1507766,1480743,1332362
5767795	2894878,7850595,3850334,7941206,7960511,1507766,7326254,8576664,3780484,3253348,8439758,6181991,3405556
8913525	7941206,2966192,4580318,3850334
8913526	1307442,2415373,3850334
5767273	7941206,3850334
2622072	6173929,3405556,3376841,2843363,3850334
3408505	3850334,8492626,3780484,4704097,6635610,5497022,3405556
1529279	9307155,3405556,3780484,3850334
7602812	4704097,9592294,3405556,201553,3850334
5242986	7941206,8821012,4081594,3850334
4719230	6410480,1306032,2646054,5649516,8563773,9500055,1472608,1670328,2899194,3819148,3398453,3853421,2974208,9243410,1468403,9869204,3849336,4465349,7015231,2527909,3780484,1517434,4876336,1707397,6635610,7663719,1266669,8366404,5507143,5483393,9115114,6106842,1362749,3576903,9623346,1067589,7813185,4670509
7602815	7913881,8171663,3498177,3850334,7783503,8105160
7864963	3850334,447549,8822073,1483508,5205446,2615771
4981380	1883740,3850334,1833045,2313991,4595110,8065314,9308887,7123868,1086312,6194354
3844886	3405556,3850334
3932268	7941206,5043963,3850334
5767818	7165986,9905942,3850334,3888237,8730081,4910990,6619189,2708158,1452392,3583088,3552178,5457784
7340683	6239722,5481310,3850334,4327274,7310784,8981825,6446187,9459799,7994181,7844414,1095118,3405556
4189961	3850334
3102146	7941206,1463976,4925284,3850334
9437839	6551473,7131938,3850334,6247369,4171902,2007112,2974263,3253348,2074206,9067338,5691465,6791487
3670672	6239722,7131938,3850334,9313539,3424443,4081594
8389265	2291294,9485224,4577453,3850334,2966192,3501931,8725118,7447428,6635610,4573755,9314776,2685781
4719253	5358656,1784580,3405556,3862042,3850334
2286998	8795131,2161894,3780484,8209217,8918055,8105160,3424443,969318
1573531	4724439,4402934,4704097,3850334
3146396	4494664,3850334
6816414	6239722,3850334,1994651,7364413,753653,5197462,2088340,6694455
5505695	6239722,5558294,3850334,7941206,4141432,9116637,3253348,4081594,3405556
8651425	1000107,8076173,5275891,3850334,6321853,2181648,3272198
9175715	3692056,4849085,7466529,3850334,9901161,8004848,4704097,4712935,1772245,8582862,3114500
5374065	3862094,4636145,1882737,3850334,5382162,2338343,8419549,3837334,5586019,4704097,7793359,6635610,3405556
7602860	7941206,109580,7844414,4081594,3850334
8389293	7941206,1798927,1006447,3850334
8913582	7941206,6173929,3850334
6378952	2143110,3850334,6316739,5900474,3960391,9932193,2390246,6945381,4126477,3405556
8913587	7941206,5690177,3850334
1049268	9306602,6952453,5739695,5816130,3850334
5505718	7941206,1936883,4081594,6213261,3850334
6030007	8439758,3868756,6239722,7844414,3850334
2884280	7941206,7844414,4081594,3850334
3670715	3405556,3253348,3850334
6554302	8303186,8985301,989098,3850334,5747124,2245823,6274757,5220560,3780484,1371332,3253348
4457151	2996208,6213261,4391791,4496477,2499727,3405556,6239722,7037816,3499652,4657488,7591776,8090498,6398613,6515658,7418674,3780484,1360192,4704097,6635610,6525677,2916197,7850595,3850334,8413255,8672532,5726592,7496143,2869289,7971133,2680857
5347380	9780497,1111172,5190507,3850334
4719299	9441074,7850595,3850334,6181991,8383731,3780484,3342710,4704097,8585762,3253348,6585707,3123730
2622148	4825015,8560883,9439615,3850334,7941206,8486739,1221120,932541
9962181	2676825,3850334,4704097,7084706,1509576,1280796
8389319	7230972,1851269,6213261,9775897,7941206,3850334,9239649,2964560,3405556
1049291	3850334,5727957,8086375,4773011,4384910,5817606,3405556
2622157	9191933,9621447,2660262,3850334
2360014	731921,6173929,4081594,3850334
2199742	8811209,7844414,3850334
6816467	7941206,3421577,3850334
7340756	7131938,8375987,6213261,3850334,6410480,6515658,6181991,6785450,3780484,5467380,7447428,8439758,8981825,7326254
3146456	6239722,8216057,3850334,6785450,1492917,2750030,7977354,352687,1368042
6554330	6239722,7844414,3405556,3253348,3850334
8082895	8042217,5685141,2322101,2403207,4898465,6861803,2055829,5703148,5030862,1183818,1925118,8780456,7518660,4728457,6648338,3813696,2778550,1694476,7825459,9959223,8056980,6232801,1388766,3731620,3180082,1066831,1058804,378658,3671193,2278472,3781125,7894747,8106688,3968855,5278869,8862364,5292029,9025953,5963706,3850334,6955371,6345715,8022738,8658793,8748227,5466409,4752586
5505759	579814,3850334
2622178	4245306,7202897,3850334
262883	6049261,6101476,3850334,3780484,6400036,3253348,5231238,7824058,2154614
6816484	8120367,9811746,9713952,2210696,6213261,2420350,7961113,4961238,3850334,1413045,6416050,4658639,6570639,1035951,7757427,3157078,3498764,4158659,3405556
2622182	3850334,6410480,7783503,6945676,1664805,6607524,5205211,6635610,8795021
5505768	5268671,1148377,3850334,4510551,6306541,7970229,4723425,3518770,9916343,7844414,1729472
9175164	8007447,7566114,2203129,7384804,3850334,5959730,8760717,1957282,7305111,2654924,3405556
4195050	6239722,4300022,1799934,9497246,9987560,7689584,3850334,7678478,8272253,8152813,4704097,2750030,3054505,3928893,3405556,2006727
8389355	6173929,1775242,4956838,3850334
7865074	3906312,9096760
8127219	3857019,3850334
1311479	7401460,3850334
1049336	7941206,3850334
6554361	6239722,3405556,4714155,3253348,3850334
9533801	9724902,3850334,3780484,6872114,8795894,8711904,1271241
